anime_id,genre,type,episodes,rating,members
3898,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Movie,1,6.31,1481
7740,"Action, Adventure, Ecchi, Fantasy",Special,6,6.31,7496
2244,"Comedy, Historical",TV,12,6.31,1086
2068,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.31,1104
7705,"Harem, School, Shoujo",ONA,26,6.31,37155
3989,Action,OVA,1,6.31,633
309,"Comedy, Magic, Parody",TV,13,6.3,3271
7610,"Fantasy, Historical",Movie,1,6.3,637
6095,"Comedy, Romance, Shoujo, Slice of Life",Movie,1,6.3,390
1542,"Action, Adventure, Mecha, Sci-Fi",TV,26,6.3,5058
1828,"Action, Fantasy",ONA,1,6.3,1311
2019,"Action, Adventure, Drama, Sci-Fi",OVA,1,6.3,1048
3808,"Cars, Shounen, Sports",TV,36,6.3,234
8152,"Adventure, Comedy, Fantasy, Horror, Supernatural",Movie,1,6.3,232
13993,"Action, Drama, Fantasy, Shoujo, Supernatural",OVA,1,6.3,1746
21809,"Comedy, Ecchi, Mecha, Seinen",TV,12,6.3,33059
3155,"Action, Comedy, Kids, Shoujo",Movie,1,6.3,301
11505,"Mecha, Military, Sci-Fi",Special,1,6.3,605
1899,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,6.3,1342
1188,"Comedy, Slice of Life",TV,24,6.3,1366
25641,Music,Music,1,6.3,515
3936,"Adventure, Historical, Kids, Sci-Fi",TV,26,6.3,606
6523,Kids,TV,52,6.3,197
4566,"Action, Comedy, Drama, Fantasy, Magic",Special,6,6.3,1636
29035,"Comedy, Mecha, Parody",ONA,6,6.3,3863
839,"Action, Fantasy, Martial Arts, Samurai, Super Power",OVA,2,6.3,1317
30390,"Comedy, Samurai, School",Special,8,6.3,735
11561,"Adventure, Drama, Historical, Kids",Movie,1,6.3,406
6899,"Adventure, Comedy, Kids, Sci-Fi",TV,29,6.3,875
6900,"Comedy, Kids",TV,143,6.3,536
2102,"Adventure, Comedy, Slice of Life, Supernatural",OVA,2,6.3,1370
773,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi",OVA,4,6.3,1755
13967,"Comedy, Historical, Seinen",Special,1,6.3,480
7691,Harem,OVA,1,6.3,1260
4584,"Adventure, Comedy, Kids",TV,21,6.3,981
346,"Drama, Harem, Romance, School, Slice of Life",TV,13,6.3,10523
7463,"Comedy, Ecchi, Game",TV,12,6.3,7275
11537,Kids,OVA,1,6.3,332
10330,"Action, Adventure, Fantasy, Game, Shounen",TV,46,6.29,8662
9991,"Adventure, Kids",Special,1,6.29,249
8132,"Action, Historical, Mecha",Movie,1,6.29,1208
15979,"Comedy, Slice of Life",ONA,10,6.29,3331
1157,"Action, Adventure, Fantasy, Sci-Fi, Shounen",TV,25,6.29,25652
3151,"Adventure, Mecha, Sci-Fi",TV,26,6.29,666
141,"Mecha, Sci-Fi",TV,12,6.29,7496
8196,"Comedy, Parody, Seinen, Sports, Super Power",Special,1,6.29,321
1561,"Harem, Music",TV,12,6.29,5825
24417,"Comedy, Shounen",TV,25,6.29,407
1984,Mystery,Movie,1,6.29,1709
7247,"Action, Comedy, Kids, Sports",TV,52,6.29,317
9782,"Mystery, Sci-Fi, Space",OVA,1,6.29,6727
11873,"Comedy, Kids",TV,44,6.29,178
1938,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",OVA,2,6.29,877
32039,"Comedy, Music",TV,12,6.29,5672
10263,"Adventure, Comedy, Kids, Mecha, Sci-Fi, Shounen",Special,2,6.29,1795
1862,"Action, Ecchi, Magic, Military, Sci-Fi",OVA,1,6.29,18236
13675,Drama,Special,1,6.29,2707
17879,Comedy,Special,6,6.29,12141
24527,"Action, Military, Seinen",Special,1,6.29,298
7939,"Adventure, Comedy, Dementia, Fantasy, Music, Mystery",OVA,13,6.28,407
13143,"Action, Game, Shounen",TV,51,6.28,1752
4419,"Comedy, Fantasy, Slice of Life",ONA,7,6.28,1555
3962,"Comedy, Kids",ONA,13,6.28,9351
5629,"Mecha, Sci-Fi, Space",OVA,4,6.28,419
841,"Comedy, Ecchi, Slice of Life",TV,16,6.28,13960
10177,"Parody, Seinen",TV,12,6.28,2348
904,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Movie,1,6.28,49949
25495,Music,Music,1,6.28,548
3294,"Mecha, Military, Mystery, Sci-Fi, Space",TV,35,6.28,287
33808,"Music, School",ONA,3,6.28,1942
3020,"Comedy, School",TV,50,6.28,259
11005,"Ecchi, Fantasy, School, Seinen, Supernatural, Vampire",OVA,2,6.28,20589
1427,"Adventure, Comedy, Shounen",OVA,1,6.28,2697
5723,"Mecha, Military, Sci-Fi, Space",Special,10,6.28,1350
1139,"Adventure, Fantasy, Kids",TV,13,6.28,356
16335,"Action, Mecha, Military, Sci-Fi",Special,1,6.28,5477
838,"Drama, Seinen, Thriller",TV,13,6.28,18031
2083,"Action, Martial Arts, School",OVA,2,6.28,1186
14519,Comedy,ONA,13,6.28,256
439,"Adventure, Drama, Fantasy",OVA,2,6.28,5070
14583,Comedy,Special,6,6.28,3291
5314,"Adventure, Comedy, Fantasy",Movie,1,6.28,350
10201,"Action, Historical, Super Power",Special,1,6.28,1543
3599,"Action, Demons, Horror",OVA,2,6.28,743
11791,"Comedy, Kids, Magic",Movie,1,6.28,162
17963,"Mecha, Sci-Fi",Movie,1,6.28,302
9002,Kids,Special,1,6.28,5110
2301,"Action, Mecha, Sci-Fi, Shounen",OVA,1,6.28,1056
29123,Music,Music,1,6.28,578
5474,"Comedy, Fantasy, Kids",TV,26,6.28,233
14231,"Fantasy, Romance",OVA,1,6.27,453
1202,"Action, Adventure, Fantasy, Magic, Sci-Fi",OVA,1,6.27,10531
18767,"Action, Fantasy",TV,12,6.27,52965
23365,Music,Music,1,6.27,550
2981,"Drama, Historical, Horror",Movie,1,6.27,8214
18755,"Comedy, Sci-Fi, Seinen",Movie,12,6.27,2168
7491,"Adventure, Fantasy, Magic, Shounen",Movie,1,6.27,590
33045,Music,ONA,12,6.27,4761
4003,"Ecchi, Magic",OVA,4,6.27,1442
23409,"Action, Adventure, Comedy, Shounen",TV,49,6.27,374
1324,"Drama, Shoujo, Shounen Ai",OVA,4,6.27,5394
498,"Action, Adventure, Mecha, Sci-Fi",OVA,3,6.27,2350
14095,"Action, Comedy, Kids, Shounen",Special,4,6.27,440
2049,"Action, Adventure, Comedy, Fantasy, Romance",OVA,2,6.27,1079
17815,Fantasy,Special,1,6.27,2317
4129,"Comedy, Music, Shoujo",Music,1,6.27,298
12449,"Ecchi, Sports",Special,6,6.27,13691
7415,Music,Music,1,6.27,794
10481,"Drama, Mystery, Romance, Shoujo, Slice of Life",OVA,1,6.27,259
2332,"Action, Adventure, Comedy, Ecchi, Mecha, Military, Romance, Sci-Fi",OVA,1,6.27,7287
7468,"Comedy, Ecchi, Harem, School",Special,6,6.27,7132
11547,"Action, Comedy, Drama, Historical, Romance, Samurai, Shoujo",TV,26,6.27,3473
10525,"Comedy, Kids",TV,24,6.27,314
32309,Drama,TV,4,6.27,5430
686,"Comedy, Martial Arts, Parody, Samurai, Sci-Fi, Super Power",Special,7,6.27,2198
9794,"Comedy, Historical, Parody, Samurai, Seinen",OVA,1,6.27,462
648,"Comedy, Drama, Harem, Romance, Sci-Fi",TV,13,6.27,5200
4484,"Drama, Horror, Romance",OVA,3,6.27,483
20053,Magic,TV,12,6.27,38188
5133,Sci-Fi,Special,1,6.26,429
6074,"Comedy, Sci-Fi, Space",Movie,1,6.26,260
2689,"Adventure, Sci-Fi, Shounen",Special,1,6.26,533
21523,"Action, Game, Shounen",TV,39,6.26,690
2823,"Comedy, Fantasy",TV,45,6.26,1385
5289,"Action, Adventure, Sci-Fi",Movie,1,6.26,685
12877,"Drama, Mecha, Psychological, Sci-Fi",Special,1,6.26,1737
2830,"Adventure, Drama, Slice of Life",Movie,1,6.26,351
1283,"Adventure, Comedy, Fantasy, Shoujo",OVA,2,6.26,2601
7290,"Action, Adventure, Sci-Fi",Movie,1,6.26,806
2287,"Adventure, Comedy, Fantasy, Game, Shounen",TV,26,6.26,2580
1056,"Comedy, Drama, Romance, School, Shoujo",OVA,1,6.26,3970
10477,"Comedy, Sci-Fi",Special,1,6.26,8434
4713,"Fantasy, Harem, Romance, Shoujo",Movie,1,6.26,20532
3406,"Comedy, Mecha, Sci-Fi",Special,9,6.26,2377
5876,"Adventure, Fantasy, Historical",OVA,2,6.26,276
9951,Supernatural,Movie,1,6.26,775
2092,"Comedy, Romance, Shoujo",OVA,1,6.26,356
1909,"Comedy, Romance, Shounen Ai",OVA,2,6.26,2649
13789,Adventure,Special,1,6.26,407
8792,Comedy,OVA,1,6.26,6996
32927,"Action, Mecha",Special,1,6.25,383
5584,"Ecchi, Magic",OVA,1,6.26,502
7876,Fantasy,Movie,1,6.26,357
20555,"Music, Slice of Life",TV,12,6.26,45748
854,"Action, Adventure, Comedy, Military, Romance, Sci-Fi, Space",TV,12,6.26,14641
33902,"Drama, School",Special,3,6.26,3700
2388,Comedy,Movie,1,6.26,445
31221,"Mystery, School",TV,16,6.26,9410
5462,"Comedy, Sci-Fi",Special,6,6.26,5479
28251,"Comedy, Kids, Magic, Romance",Movie,1,6.22,283
31551,"Comedy, Seinen, Slice of Life",OVA,1,6.26,280
14949,"Comedy, Seinen, Slice of Life",OVA,1,6.26,1095
7739,"Comedy, Ecchi, Super Power, Supernatural",Special,1,6.25,28144
8216,"Martial Arts, Seinen, Sports",TV,23,6.25,640
1224,"Action, Adventure, Fantasy, Music, Romance, Sci-Fi, Shounen, Super Power, Supernatural",TV,13,6.25,9268
5421,"Action, Fantasy, Mecha, Military, Sci-Fi, Supernatural",Movie,1,6.25,721
2414,"Comedy, Police, Sci-Fi",OVA,2,6.25,1566
22547,"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692
7597,"Comedy, Seinen, Slice of Life",OVA,1,6.25,3294
11705,"Action, Fantasy",Movie,1,6.25,6341
5689,"Adventure, Drama, Fantasy",OVA,6,6.25,301
426,"Action, Adventure, Comedy, Fantasy",OVA,4,6.25,10325
7867,"Action, Adventure, Kids",TV,50,6.25,917
24127,"Historical, Horror, Supernatural",ONA,1,6.25,792
2545,"Adventure, Drama, Historical",TV,26,6.25,748
32548,Action,ONA,1,6.25,824
5287,"Action, Adventure, Comedy, Kids, Sports",TV,53,6.25,310
6875,"Action, Drama, Mecha",TV,12,6.25,17403
3889,"Comedy, Ecchi, Romance",OVA,1,6.25,3156
6932,Comedy,OVA,1,6.25,1175
4461,Drama,Movie,1,6.25,1441
8919,Adventure,OVA,1,6.25,289
8431,"Comedy, Shoujo, Slice of Life",OVA,1,6.25,368
4187,Historical,ONA,1,6.25,1105
24835,"Comedy, Mecha, Parody",TV,13,6.25,3598
571,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6,6.25,1584
2567,"Adventure, Kids",TV,52,6.25,852
30686,"Comedy, Fantasy, Kids",Special,6,6.25,1544
6385,"Fantasy, Kids",Special,1,6.25,6090
13855,Ecchi,Special,6,6.25,4989
5080,"Comedy, Fantasy, Magic, School",OVA,1,6.25,7367
3509,"Action, Martial Arts, Seinen, Super Power",OVA,1,6.25,1319
10301,"Comedy, Ecchi, Game",Special,1,6.25,3037
17165,"Adventure, Mecha, Sci-Fi, Shounen",Movie,1,6.25,207
9768,"Adventure, Comedy, Fantasy, Kids, Magic",TV,726,6.25,237
7510,"Drama, Supernatural",Movie,1,6.25,722
8964,"Adventure, Comedy, Kids",TV,29,6.25,751
11099,"Action, Comedy, Super Power",Special,1,6.25,5936
13495,Slice of Life,Special,1,6.25,727
12121,Music,Music,1,6.25,1692
2690,"Action, Mystery, Seinen",OVA,1,6.25,656
6616,"Action, Romance, Samurai, Sci-Fi",Special,1,6.25,1335
2015,"Comedy, School",OVA,1,6.25,1557
1026,"Adventure, Historical, Horror, Shoujo, Supernatural",OVA,2,6.25,2427
31994,"Dementia, Horror, Supernatural",TV,13,6.25,10557
1484,"Action, Demons, Fantasy, Horror, Supernatural",OVA,2,6.25,4244
204,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,6.25,19138
7770,"Comedy, Slice of Life",ONA,25,6.25,3516
4444,"Adventure, Comedy, Game, Sports",TV,12,6.25,1217
12589,"Adventure, Kids",Movie,1,6.24,282
9846,Mystery,ONA,1,6.24,1430
767,"Action, Comedy, Ecchi, Police, Sci-Fi",OVA,1,6.24,4184
2827,Comedy,TV,45,6.24,2279
3506,"Dementia, Music, Sci-Fi",Music,1,6.24,2697
3840,"Action, Sci-Fi",TV,12,6.24,11974
11471,Action,Special,1,6.24,278
6680,"Historical, Supernatural",Movie,1,6.24,736
15883,"Fantasy, Magic, Sci-Fi",TV,12,6.24,18799
2066,"Action, Adventure, Mecha, Military, Sci-Fi, Space",OVA,4,6.24,686
7427,"Action, Comedy, Ecchi, Shounen, Super Power",Special,2,6.24,804
2473,"Action, Adventure, Comedy, Magic, Mecha, Sci-Fi",OVA,2,6.24,1748
31065,"Action, Sci-Fi",Special,1,6.24,1379
6965,"Adventure, Comedy",Movie,1,6.24,203
30922,"Fantasy, Supernatural",Movie,1,6.24,1131
5783,"Adventure, Comedy",Special,1,6.24,516
9423,Slice of Life,ONA,1,6.24,401
6327,"Fantasy, Shoujo",Special,1,6.24,2961
32959,"Comedy, Slice of Life",ONA,1,6.24,1089
10581,"Action, Drama, Mecha, Military, Sci-Fi, Space",Special,1,6.24,3528
1093,"Comedy, Seinen, Slice of Life",TV,136,6.24,552
8464,"Comedy, Ecchi, School",OVA,1,6.24,236
7549,"Comedy, Fantasy, Magic, School",OVA,1,6.24,3658
756,"Drama, Romance, School",ONA,1,6.24,21104
31669,"Comedy, Shounen",Special,2,6.24,885
30916,Action,ONA,1,6.24,312
18003,"Comedy, Historical, Seinen",Special,1,6.24,447
2179,"Drama, Romance, School",OVA,2,6.24,1734
748,Romance,OVA,3,6.24,3409
31736,"Action, Ecchi, Fantasy, Shoujo Ai",Special,6,6.24,5679
6918,"Action, Martial Arts, Super Power",TV,12,6.24,14989
28433,"Drama, Music, Sci-Fi, Slice of Life",Music,1,6.23,651
30100,Fantasy,Special,1,6.23,6806
3135,"Action, Adventure, Fantasy, Mecha, Sci-Fi",OVA,1,6.23,1924
25567,"Drama, Psychological, Sci-Fi, Shounen Ai",Special,1,6.23,12469
9282,"Game, Shounen",Movie,1,6.23,436
22055,"Horror, Mystery, Supernatural",Special,2,6.23,547
1200,"Adventure, Fantasy, Samurai",TV,26,6.23,3955
28791,"Action, Sci-Fi",TV,12,6.23,47587
32083,"Action, Fantasy",TV,12,6.23,48314
3845,"Adventure, Kids, Magic",TV,39,6.23,240
9043,"Action, Fantasy",OVA,3,6.23,320
1885,"Comedy, Fantasy, Game",TV,12,6.23,1139
2226,"Fantasy, Kids",TV,23,6.23,278
8842,"Comedy, Seinen, Slice of Life",Movie,1,6.23,199
31676,"Action, Demons, Fantasy, Supernatural",Special,1,6.23,1178
14663,"Action, Ecchi, Fantasy",Special,1,6.23,8780
3642,"Ecchi, Fantasy, Harem, Music",Music,4,6.23,3730
31133,"Action, Demons, Fantasy",Special,2,6.23,1218
17379,"Action, Historical, Martial Arts, Shounen",OVA,1,6.23,776
10199,"Action, Adventure, Fantasy, Kids, Magic, Shoujo, Super Power",Movie,1,6.23,295
13965,"Comedy, Historical, Seinen",Special,1,6.23,467
4616,"Adventure, Comedy, Kids",TV,13,6.23,429
1228,"Action, Comedy, Ecchi, Fantasy, Supernatural",OVA,2,6.22,2011
21999,"Action, Adventure, Comedy, Shounen",TV,51,6.22,364
17727,"Comedy, Supernatural",TV,13,6.22,1915
1156,"Action, Drama, Mystery, Sci-Fi",TV,4,6.22,6017
10354,Drama,ONA,1,6.22,786
23735,"Comedy, Ecchi, Mecha, Seinen",Special,6,6.22,3816
1955,"Comedy, Fantasy, Sci-Fi",TV,10,6.22,1521
3595,"Action, Demons, Horror",OVA,3,6.22,949
2461,"Action, Mecha, Sci-Fi",OVA,1,6.22,2030
30168,Music,Music,1,6.22,1634
2851,"Action, Adventure, Comedy, Historical, Martial Arts, Shounen",Movie,1,6.22,887
8312,Music,Music,1,6.22,1143
13927,"Action, Comedy, School, Sci-Fi, Super Power",Special,2,6.22,1589
6889,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",TV,52,6.22,298
8928,Dementia,Movie,9,6.22,267
25967,"Comedy, Kids, Sports",TV,52,6.21,131
5469,"Action, Drama, Historical, Military",Movie,1,6.21,1196
6484,"Action, Comedy",OVA,1,6.21,366
2693,"Comedy, Fantasy",OVA,3,6.21,1220
3813,"Fantasy, Mystery, Romance, Shoujo",OVA,1,6.21,348
2322,"Comedy, Ecchi, Mecha, Parody, Sci-Fi, Shounen, Super Power",OVA,3,6.21,2223
1234,"Comedy, Ecchi, Romance, Sci-Fi",OVA,1,6.21,2621
9944,Shoujo,OVA,9,6.21,563
6071,Fantasy,Movie,1,6.21,400
766,"Comedy, Drama, Mecha, Sci-Fi",OVA,1,6.21,7024
556,"Drama, Romance, Sci-Fi",OVA,3,6.21,3896
669,"Comedy, Romance, School",OVA,3,6.21,8291
2791,"Action, Comedy, School",OVA,1,6.21,893
14049,"Harem, Romance",Special,1,6.21,6004
11693,"Drama, Kids",Movie,1,6.21,158
3336,Fantasy,OVA,1,6.21,1867
2304,"Mecha, Parody, Sci-Fi",OVA,2,6.21,1756
1975,"Mecha, Sci-Fi",TV,22,6.21,483
17237,"Comedy, Historical, Slice of Life",ONA,40,6.21,361
12065,"Action, Adventure, Ecchi, Fantasy",Special,2,6.21,5535
28447,"Action, Adventure, Demons, Fantasy, Magic, Supernatural",Special,1,6.21,6785
12367,"Action, Fantasy",TV,12,6.21,27273
7416,Kids,OVA,1,6.21,157
2314,"Adventure, Drama",Movie,1,6.21,286
16363,"Action, Adventure, Ecchi, Fantasy",OVA,4,6.21,5462
22831,"Seinen, Sports",TV,23,6.2,5568
16211,"Fantasy, Historical",TV,12,6.2,7816
23037,"Action, Comedy, Historical, Music, Shoujo",TV,12,6.2,18680
1468,"Action, Martial Arts, Sci-Fi, Shounen, Space, Super Power",OVA,1,6.2,5520
1055,"Mecha, Sci-Fi",ONA,6,6.2,13802
2723,"Action, Comedy, Magic, Mecha, Sci-Fi",TV,24,6.2,1514
19235,"Fantasy, Music",Music,1,6.2,376
19165,"Comedy, Parody",Movie,1,6.2,8130
2833,"Adventure, Sci-Fi",Movie,1,6.2,527
3434,"Adventure, Cars, Kids",TV,130,6.2,677
9911,Magic,ONA,4,6.2,13618
932,"Comedy, Sci-Fi, Slice of Life",OVA,1,6.2,5404
588,"Comedy, Ecchi, Fantasy, Romance, Shounen",OVA,2,6.2,8206
12965,"Fantasy, Magic, Shoujo",Movie,1,6.2,581
1926,"Music, Slice of Life",Music,1,6.2,1781
23753,"Magic, Mecha, Sci-Fi, Supernatural",Special,2,6.2,571
8180,"Adventure, Comedy",Special,1,6.2,416
7532,Fantasy,Movie,1,6.2,179
7294,"Adventure, Fantasy",OVA,2,6.2,295
1874,"Comedy, Ecchi, Harem, Romance",Special,4,6.2,3935
25543,"Action, Mecha",Special,1,6.19,1022
3183,"Action, Adventure, Drama, Sci-Fi, Shounen, Space",OVA,1,6.2,402
1175,"Comedy, Sci-Fi, Shounen, Sports",TV,13,6.2,1377
1940,"Adventure, Comedy, Ecchi, Sci-Fi, Shounen",OVA,1,6.2,2655
3600,"Action, Demons, Martial Arts",OVA,3,6.2,982
1099,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2,1449
31402,"Action, Fantasy, Sci-Fi",ONA,5,6.2,430
2421,"Comedy, Fantasy",Special,1,6.2,534
32816,"Comedy, Shounen, Sports",Special,2,6.2,677
13983,"Comedy, Seinen, Space",Special,1,6.2,749
11919,"Romance, Sports",TV,52,6.2,340
5628,"Comedy, Sci-Fi, Space",TV,39,6.19,314
2051,"Action, Drama, Sci-Fi, Shoujo, Super Power",OVA,5,6.19,1024
3675,"Action, Drama, Fantasy, Sci-Fi, Space",Special,1,6.19,737
5673,"Adventure, Drama, Historical",Movie,1,6.19,818
19959,"Comedy, Fantasy, Kids",TV,48,6.19,236
2824,"Adventure, Comedy",TV,50,6.19,528
12447,Comedy,Special,6,6.19,6718
33522,"Shounen, Sports",ONA,6,6.2,1867
16508,"Comedy, Ecchi, Parody, School, Shounen",Special,5,6.19,2744
15993,Sports,Special,1,6.19,762
31454,"Action, Mecha, Sci-Fi, Space",Special,1,6.2,736
29975,"Action, Sci-Fi",ONA,1,6.19,2666
3178,"Action, Adventure, Demons, Fantasy, Horror, Shoujo, Supernatural",Movie,1,6.19,506
17887,"Action, Mecha, Sci-Fi, Seinen",ONA,1,6.19,804
10751,"Action, Fantasy, Mecha, Sci-Fi",OVA,3,6.19,328
1990,"Comedy, Fantasy, Magic",Movie,1,6.19,833
9098,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19,913
21587,Sci-Fi,ONA,3,6.19,6580
10688,Drama,Movie,1,6.19,797
22031,"Action, Historical, Seinen",Special,1,6.19,370
10869,"Cars, Kids, Shounen, Space, Sports",TV,52,6.19,642
21441,Drama,Special,1,6.19,1906
1452,"Comedy, Romance, School, Shounen",OVA,1,6.19,839
1979,"Dementia, Fantasy",OVA,1,6.19,2351
31581,"Comedy, Sci-Fi, Slice of Life, Sports",Special,1,6.19,913
14359,"Fantasy, Music",Music,5,6.19,1582
16738,"Comedy, Fantasy, Slice of Life",Special,1,6.19,2209
20355,Cars,ONA,2,6.19,1251
30137,"Action, Shounen, Super Power",OVA,1,6.18,17237
7621,"Fantasy, Horror, Supernatural",Movie,1,6.18,374
15043,"Comedy, Supernatural",TV,13,6.18,5907
2892,"Comedy, Fantasy",TV,52,6.18,692
28093,"Fantasy, Kids",Special,1,6.18,557
7363,"Action, Martial Arts",Special,1,6.18,1906
3259,Ecchi,TV,9,6.18,567
19769,"Action, Fantasy, Magic",TV,12,6.18,104192
21013,"Action, Kids, Super Power",TV,51,6.18,3953
545,"Comedy, Sci-Fi",TV,12,6.18,2077
31111,"Kids, Slice of Life",Special,3,6.18,380
12393,"Comedy, Slice of Life",TV,1818,6.18,160
8446,"Fantasy, Music",Music,1,6.18,306
34048,"Horror, Thriller",Movie,1,6.18,405
7004,Comedy,TV,52,6.18,1016
989,"Historical, Military",Special,1,6.18,560
3818,"Music, Sci-Fi",Music,1,6.18,1163
27677,"Action, Military, Parody, Sci-Fi",Special,1,6.18,239
3762,"Action, Demons, Sci-Fi, Shounen",OVA,1,6.18,386
5923,"Adventure, Demons, Fantasy",OVA,13,6.18,333
20587,"Comedy, Drama, Shoujo",Special,1,6.17,232
25431,"Action, Adventure, Fantasy, Magic, Shounen",OVA,8,6.17,2814
310,"Comedy, Supernatural",TV,50,6.17,1226
29876,"Action, Comedy, Fantasy, Mecha, Romance, School, Sci-Fi",ONA,6,6.17,11481
5052,"Action, Drama, Mecha, Sci-Fi",TV,56,6.17,629
19431,"Comedy, Ecchi, Shoujo Ai",Special,1,6.17,2288
18953,"Magic, Slice of Life",ONA,1,6.17,1287
25429,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",TV,10,6.17,63638
10908,Comedy,TV,10,6.17,324
22847,Drama,Movie,1,6.17,4260
8316,"Comedy, Parody, Seinen, Sports, Super Power",Special,4,6.17,363
12141,"Fantasy, Kids, Slice of Life",OVA,1,6.17,371
4689,Music,Music,1,6.17,1902
28811,"Comedy, Parody, Sci-Fi",Special,3,6.17,626
624,"Action, Comedy, Ecchi, Harem, Shounen",TV,12,6.17,10979
5085,"Romance, Shounen Ai, Slice of Life, Sports",ONA,1,6.17,4125
12677,"Action, Sci-Fi",TV,6,6.17,11556
2781,"Mystery, Psychological, Supernatural",TV,13,6.17,1701
2476,"Drama, Harem, Romance, School",TV,12,6.17,279183
6268,Romance,OVA,1,6.17,397
10718,"Drama, Military, Sci-Fi",Movie,1,6.17,412
25635,"Comedy, Sci-Fi, Space",Special,2,6.17,2399
30648,"Adventure, Comedy, Kids",Special,1,6.17,189
17209,Kids,Special,1,6.17,158
14367,Shounen,Special,13,6.18,504
3787,"Comedy, Sci-Fi, Super Power",OVA,1,6.17,1525
5515,"Mecha, Sci-Fi",Movie,1,6.17,220
1349,"Action, Mecha, Sci-Fi, Shounen",TV,12,6.16,5547
32171,"Adventure, Fantasy, Magic, School",TV,12,6.16,21934
7164,"Comedy, Fantasy, Slice of Life",Special,4,6.16,346
1106,"Comedy, Psychological",Movie,1,6.16,5305
5178,"Action, Historical, Military, Super Power, Supernatural",Movie,1,6.16,25040
23179,"Comedy, Supernatural",Special,1,6.16,2983
31137,"Action, Magic",Special,1,6.15,1026
33281,Comedy,ONA,1,6.17,623
32805,Comedy,TV,26,6.16,2886
10796,"Comedy, Ecchi, School, Sports",Special,6,6.16,2902
2291,"Action, Adventure, Ecchi, Mecha, Sci-Fi",OVA,3,6.16,3126
28925,"Comedy, Kids, Supernatural",Special,1,6.16,231
32826,Music,Music,1,6.16,549
5503,Kids,Movie,1,6.15,483
20855,"Dementia, Horror, Music",Music,1,6.15,1643
4534,"Action, Sci-Fi, Super Power",OVA,2,6.15,530
4907,Sci-Fi,Movie,1,6.15,275
10766,"Adventure, Comedy, Mystery, Police, Shounen",ONA,2,6.15,2587
9445,Mecha,OVA,3,6.15,394
515,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,1,6.15,2893
4126,Music,Music,1,6.15,385
8409,Comedy,TV,30,6.15,499
1838,"Drama, Romance, School, Shoujo",OVA,2,6.15,16436
21649,Slice of Life,OVA,1,6.15,2794
3176,"Adventure, Drama, Fantasy, Horror, Magic, Music, Sci-Fi, Supernatural",TV,26,6.15,637
9575,Fantasy,Special,1,6.15,160
17787,"Sci-Fi, Seinen",Special,1,6.15,705
30851,"Mecha, Parody, Slice of Life",TV,13,6.15,210
2095,"Adventure, Sci-Fi",OVA,3,6.15,597
33734,"Historical, Samurai",ONA,1,6.15,254
3759,"Comedy, Romance, School",OVA,1,6.15,32917
2245,"Drama, Romance, Sci-Fi",TV,12,6.15,2434
23151,"Music, Shoujo, Slice of Life",TV,13,6.15,10776
32343,"Fantasy, Music",Music,1,6.15,165
4685,"Fantasy, School",Special,1,6.15,1583
29801,Drama,Special,1,6.15,1292
10261,Comedy,Movie,1,6.15,295
4615,"Adventure, Fantasy, Kids",TV,52,6.15,507
2536,"Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",OVA,2,6.14,1871
25077,Music,OVA,1,6.14,1455
3764,"Action, Demons, Sci-Fi, Shounen",OVA,3,6.14,319
2754,"Action, Adventure, Sci-Fi",OVA,3,6.14,1074
2575,"Adventure, Kids, Slice of Life",TV,26,6.14,411
3525,"Action, Dementia, Horror, Music, Sci-Fi",Music,1,6.14,2401
32747,Music,Music,1,6.14,82
22099,"Game, Kids",TV,51,6.15,1946
2483,"Action, Adventure, Martial Arts, Samurai",OVA,2,6.14,1512
3576,"Adventure, Fantasy, Kids",TV,49,6.14,4402
29517,"Kids, Sci-Fi",Movie,1,6.14,999
1097,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",TV,13,6.14,6176
17719,"Comedy, Magic, Shoujo",Movie,1,6.14,202
18729,"Romance, School, Shounen Ai",Special,1,6.13,728
18365,"Comedy, Mecha",TV,237,6.14,273
1155,"Adventure, Comedy, Sci-Fi, Space",OVA,6,6.14,1035
22381,"Comedy, Fantasy, Kids",TV,10,6.14,737
10736,"Fantasy, Magic, Shoujo",ONA,1,6.14,893
28715,"Action, Music, Sci-Fi",Music,1,6.14,417
3398,"Action, Martial Arts, Sci-Fi, Super Power",OVA,2,6.14,752
25889,"Adventure, Comedy, Kids, Sci-Fi",Special,1,6.14,219
